timestamp,frame_index,fps,detector,target_found,target_stale,target_label,target_confidence,x_error,y_error,error_norm,pan,tilt,capture_ms,preprocess_ms,inference_ms,postprocess_ms,total_ms,lost_frames
19.397,266,15.19,yolo_rknn,1,0,person,0.9053,-130,45,137.57,45.00,64.81,1.997,4.991,51.461,2.339,62.255,120
19.465,267,15.15,yolo_rknn,1,0,person,0.8799,-120,48,129.24,45.00,64.09,1.983,4.987,54.278,2.370,64.982,120
19.529,268,15.19,yolo_rknn,1,0,person,0.7808,-110,51,121.25,45.00,63.33,1.994,4.981,50.857,2.330,61.608,120
19.593,269,15.23,yolo_rknn,1,0,person,0.8638,-97,53,110.54,45.00,62.53,1.998,4.980,50.668,2.306,61.482,120
19.660,270,15.19,yolo_rknn,1,0,person,0.8813,-87,61,106.25,45.00,61.62,2.025,4.986,54.382,2.319,65.162,120
19.726,271,15.20,yolo_rknn,1,0,person,0.8848,-76,65,100.00,45.00,60.64,2.078,4.974,52.062,2.291,62.865,120
19.793,272,15.16,yolo_rknn,1,0,person,0.9033,-77,66,101.41,45.00,60.00,2.081,4.998,53.953,2.311,64.793,120
19.861,273,15.13,yolo_rknn,1,0,person,0.8711,-67,69,96.18,45.00,60.00,2.039,4.978,53.947,2.305,64.725,120
19.926,274,15.15,yolo_rknn,1,0,person,0.8716,-56,69,88.87,45.00,60.00,2.054,4.973,52.024,2.309,62.815,120
19.993,275,15.13,yolo_rknn,1,0,person,0.8706,-40,70,80.62,45.00,60.00,2.050,4.978,52.616,2.911,64.013,120
20.058,276,15.16,yolo_rknn,1,0,person,0.8496,-33,74,81.02,45.00,60.00,2.037,4.989,51.651,2.320,62.402,120
20.123,277,15.18,yolo_rknn,1,0,person,0.8496,-27,77,81.60,45.00,60.00,2.048,4.977,51.944,2.311,62.747,120
20.190,278,15.15,yolo_rknn,1,0,person,0.8750,-7,79,79.31,45.00,60.00,2.052,4.982,53.593,2.309,64.383,120
20.257,279,15.11,yolo_rknn,1,0,person,0.8496,-6,73,73.25,45.00,60.00,2.061,4.990,54.322,2.322,65.074,120
20.322,280,15.16,yolo_rknn,1,0,person,0.8462,-1,72,72.01,45.00,60.00,2.093,4.988,50.875,2.296,61.623,120
20.389,281,15.12,yolo_rknn,1,0,person,0.8560,3,68,68.07,45.00,60.00,2.118,4.976,54.174,2.306,64.991,120
20.457,282,15.09,yolo_rknn,1,0,person,0.8599,1,68,68.01,45.00,60.00,2.083,4.994,54.134,2.334,64.978,120
20.521,283,15.15,yolo_rknn,1,0,person,0.8433,3,63,63.07,45.00,60.00,2.163,4.996,50.228,2.310,61.177,120
20.588,284,15.11,yolo_rknn,1,0,person,0.8257,4,60,60.13,45.00,60.00,2.120,5.017,54.272,2.323,65.159,120
20.653,285,15.16,yolo_rknn,1,0,person,0.8623,4,60,60.13,45.00,60.00,2.182,5.015,50.696,2.325,61.583,120
20.717,286,15.20,yolo_rknn,1,0,person,0.8608,4,61,61.13,45.00,60.00,2.104,5.008,50.802,2.311,61.668,120
20.784,287,15.16,yolo_rknn,1,0,person,0.8584,3,60,60.07,45.00,60.00,2.099,4.992,54.000,2.364,64.904,120
20.849,288,15.18,yolo_rknn,1,0,person,0.8569,-4,60,60.13,45.00,60.00,2.060,4.997,51.753,2.352,62.580,120
20.913,289,15.23,yolo_rknn,1,0,person,0.7520,-9,62,62.65,45.00,60.00,2.042,4.985,50.326,2.352,61.072,120
20.988,290,15.04,yolo_rknn,1,0,person,0.8618,-11,65,65.92,45.00,60.00,2.062,5.003,56.749,2.338,72.587,120
21.055,291,15.03,yolo_rknn,1,0,person,0.8345,-12,66,67.08,45.00,60.00,2.089,4.989,53.491,2.319,64.258,120
21.119,292,15.09,yolo_rknn,1,0,person,0.8638,-11,64,64.94,45.00,60.00,2.067,4.988,50.837,2.310,61.575,120
21.186,293,15.08,yolo_rknn,1,0,person,0.8569,-7,66,66.37,45.00,60.00,2.091,4.991,53.056,2.316,63.827,120
21.252,294,15.08,yolo_rknn,1,0,person,0.8315,-6,65,65.28,45.00,60.00,2.071,4.986,53.226,2.314,64.058,120
21.316,295,15.14,yolo_rknn,1,0,person,0.8594,-4,67,67.12,45.00,60.00,2.084,4.980,50.335,2.303,61.137,120
21.382,296,15.14,yolo_rknn,1,0,person,0.8433,-3,68,68.07,45.00,60.00,2.084,4.982,52.626,2.304,63.467,120
21.450,297,15.11,yolo_rknn,1,0,person,0.8311,0,75,75.00,45.00,60.00,2.001,4.973,54.176,2.323,64.929,120
21.513,298,15.17,yolo_rknn,1,0,person,0.8320,12,76,76.94,45.00,60.00,2.015,4.978,50.317,2.315,60.991,120
21.578,299,15.19,yolo_rknn,1,0,person,0.8281,19,85,87.10,45.00,60.00,2.006,4.978,51.854,2.306,62.607,120
21.646,300,15.15,yolo_rknn,1,0,person,0.8174,53,88,102.73,45.80,60.00,2.037,4.982,54.110,2.306,64.902,120
21.709,301,15.21,yolo_rknn,1,0,person,0.8589,52,91,104.81,46.58,60.00,2.025,4.986,50.394,2.307,61.095,120
21.775,302,15.20,yolo_rknn,1,0,person,0.8682,51,94,106.94,47.34,60.00,2.025,4.980,52.737,2.299,63.519,120
21.841,303,15.20,yolo_rknn,1,0,person,0.8901,49,96,107.78,48.08,60.00,2.020,4.986,52.574,2.320,63.389,120
21.905,304,15.25,yolo_rknn,1,0,person,0.8716,47,96,106.89,48.78,60.00,2.016,5.003,50.363,2.307,61.062,120
21.969,305,15.28,yolo_rknn,1,0,person,0.8779,45,97,106.93,49.45,60.00,2.022,4.977,50.998,2.320,61.777,120
22.036,306,15.24,yolo_rknn,1,0,person,0.8618,43,98,107.02,50.10,60.00,2.017,4.979,53.844,2.333,64.645,120
22.101,307,15.27,yolo_rknn,1,0,person,0.8950,54,98,111.89,50.91,60.00,2.057,4.986,50.948,2.326,61.681,120
22.171,308,15.17,yolo_rknn,1,0,person,0.8774,66,98,118.15,51.90,60.00,2.094,4.978,56.226,2.303,67.635,120
22.242,309,15.05,yolo_rknn,1,0,person,0.8975,67,97,117.89,52.91,60.00,2.089,4.984,57.457,2.292,68.858,120
22.312,310,14.98,yolo_rknn,1,0,person,0.8818,78,96,123.69,54.08,60.00,2.079,5.005,54.536,3.367,66.935,120
22.384,311,14.87,yolo_rknn,1,0,person,0.8965,87,96,129.56,55.38,60.00,2.101,5.003,58.471,2.386,69.898,120
22.457,312,14.76,yolo_rknn,1,0,person,0.8838,99,95,137.21,56.87,60.00,2.124,4.978,57.306,3.416,69.761,120
22.526,313,14.74,yolo_rknn,1,0,person,0.8608,100,97,139.32,58.37,60.00,2.129,4.982,54.673,2.355,66.103,120
22.609,314,14.46,yolo_rknn,1,0,person,0.6860,128,101,163.05,60.29,60.00,2.120,4.995,64.964,6.414,80.784,120
22.696,315,14.16,yolo_rknn,1,0,person,0.7275,136,91,163.64,62.29,60.00,2.281,5.208,70.778,4.070,84.615,120
22.770,316,14.11,yolo_rknn,1,0,person,0.8042,119,88,148.00,64.07,60.00,2.524,5.144,57.626,3.311,70.538,120
22.840,317,14.11,yolo_rknn,1,0,person,0.8262,127,96,159.20,65.98,60.00,2.133,4.994,56.410,2.414,67.869,120
22.911,318,14.12,yolo_rknn,1,0,person,0.7739,180,100,205.91,67.98,60.00,2.155,5.021,55.431,3.361,67.896,120
22.982,319,14.12,yolo_rknn,1,0,person,0.7446,193,107,220.68,69.98,60.00,2.242,4.976,56.714,2.394,68.303,120
23.052,320,14.12,yolo_rknn,1,0,person,0.8369,203,107,229.47,71.98,60.00,2.099,4.985,55.522,3.403,67.999,120
23.121,321,14.16,yolo_rknn,1,0,person,0.6699,221,108,245.98,73.98,60.00,2.076,4.985,54.606,2.493,66.196,120
23.202,322,13.99,yolo_rknn,1,0,person,0.5669,234,111,258.99,75.98,60.00,2.157,5.039,65.411,3.783,77.894,120
23.272,323,14.01,yolo_rknn,1,0,person,0.6021,-232,127,264.49,73.98,60.00,2.481,5.235,55.232,2.473,66.810,120
23.346,324,13.97,yolo_rknn,1,0,person,0.5059,-195,130,234.36,71.98,60.00,2.144,7.166,57.149,2.808,70.679,120
23.412,325,14.08,yolo_rknn,1,0,person,0.5269,-174,131,217.80,69.98,60.00,2.256,5.050,52.393,2.448,63.610,120
23.478,326,14.18,yolo_rknn,1,0,person,0.2832,-143,132,194.61,67.98,60.00,2.205,5.014,52.663,2.450,63.729,120
23.545,327,14.27,yolo_rknn,1,0,person,0.5181,-190,5,190.07,65.98,60.00,2.184,5.424,52.380,2.485,63.957,120
23.612,328,14.34,yolo_rknn,1,0,person,0.6440,-190,-3,190.02,63.98,60.00,2.230,5.027,52.698,2.484,63.868,120
23.677,329,14.42,yolo_rknn,1,0,person,0.6265,-198,14,198.49,61.98,60.00,2.302,4.998,51.965,2.434,63.082,120
23.744,330,14.49,yolo_rknn,1,0,person,0.6802,-211,27,212.72,59.98,60.00,2.150,5.001,52.753,2.508,63.781,120
23.809,331,14.57,yolo_rknn,1,0,person,0.7236,160,83,180.25,61.98,60.00,2.150,4.993,51.690,2.406,62.679,120
23.931,332,13.93,yolo_rknn,1,0,person,0.8818,151,82,171.83,63.98,60.00,5.784,13.513,83.584,12.678,117.398,120
24.092,333,13.16,yolo_rknn,1,0,person,0.5200,136,85,160.38,65.98,60.00,5.868,13.519,114.834,17.431,153.453,120
24.206,334,12.72,yolo_rknn,1,0,person,0.8223,122,77,144.27,67.81,60.00,2.414,5.455,87.366,13.930,111.002,120
24.311,335,12.40,yolo_rknn,1,0,person,0.6162,109,77,133.45,69.44,60.00,4.487,19.510,60.107,12.183,98.466,120
24.407,336,12.20,yolo_rknn,1,0,person,0.8965,95,75,121.04,70.87,60.00,3.957,5.539,62.188,9.658,82.757,120
24.476,337,12.44,yolo_rknn,1,0,person,0.8394,111,76,134.53,72.53,60.00,2.430,4.980,54.328,2.532,65.744,120
24.544,338,12.65,yolo_rknn,1,0,person,0.7773,112,72,133.15,74.21,60.00,2.356,5.339,54.266,2.404,65.781,120
24.613,339,12.85,yolo_rknn,1,0,person,0.7886,115,70,134.63,75.94,60.00,2.461,4.985,54.394,2.386,65.683,120
24.681,340,13.02,yolo_rknn,1,0,person,0.8257,121,68,138.80,77.75,60.00,2.522,4.986,54.801,2.429,66.110,120
24.748,341,13.21,yolo_rknn,1,0,person,0.8501,127,81,150.63,79.66,60.00,2.517,4.994,53.046,2.405,64.336,120
24.816,342,13.37,yolo_rknn,1,0,person,0.7715,130,76,150.59,81.61,60.00,2.499,4.997,53.498,2.505,64.959,120
24.884,343,13.51,yolo_rknn,1,0,person,0.7617,139,79,159.88,83.61,60.00,2.441,4.983,53.963,2.415,65.218,120
24.952,344,13.63,yolo_rknn,1,0,person,0.6816,154,81,174.00,85.61,60.00,2.410,4.982,53.955,2.400,65.225,120
25.019,345,13.75,yolo_rknn,1,0,person,0.8516,171,82,189.64,87.61,60.00,2.523,4.981,53.384,2.407,64.764,120
25.087,346,13.85,yolo_rknn,1,0,person,0.4290,183,98,207.59,89.61,60.00,2.414,5.041,53.506,2.400,64.822,120
25.153,347,13.97,yolo_rknn,1,0,person,0.3926,-212,43,216.32,87.61,60.00,2.514,4.981,52.832,2.453,64.148,120
25.219,348,14.10,yolo_rknn,1,0,person,0.4775,-195,54,202.34,85.61,60.00,2.454,4.976,51.441,2.464,62.794,120
25.287,349,14.16,yolo_rknn,1,0,person,0.3088,219,106,243.30,87.61,60.00,2.485,4.997,53.851,2.468,65.213,120
25.355,350,14.20,yolo_rknn,1,0,person,0.7827,-173,4,173.05,85.61,60.00,2.458,4.981,54.915,2.360,66.197,120
25.425,351,14.22,yolo_rknn,1,0,person,0.2529,-79,140,160.75,84.42,60.00,2.629,4.993,55.186,2.169,67.021,120
25.496,352,14.21,yolo_rknn,1,0,person,0.6768,-161,-4,161.05,82.42,60.00,2.575,4.992,55.456,3.440,67.925,120
25.564,353,14.26,yolo_rknn,1,1,person,0.6768,-161,-4,161.05,80.42,60.00,2.622,4.987,54.523,1.952,65.573,121
25.633,354,14.27,yolo_rknn,1,0,person,0.3652,-87,137,162.29,79.12,60.00,2.609,4.994,54.550,2.437,66.607,121
25.701,355,14.31,yolo_rknn,1,0,person,0.2603,-85,136,160.38,77.84,60.00,2.638,5.027,53.934,2.494,65.466,121
25.770,356,14.34,yolo_rknn,1,0,person,0.5479,229,111,254.48,79.84,60.00,2.595,5.013,54.659,2.425,66.149,121
25.835,357,14.45,yolo_rknn,1,0,person,0.3857,-187,1,187.00,77.84,60.00,2.535,4.985,50.629,2.420,61.943,121
25.902,358,14.50,yolo_rknn,1,0,person,0.5967,-191,12,191.38,75.84,60.00,2.490,5.012,53.055,2.426,64.355,121
25.970,359,14.51,yolo_rknn,1,0,person,0.8218,185,93,207.06,77.84,60.00,2.483,4.993,54.402,2.412,65.679,121
26.038,360,14.53,yolo_rknn,1,0,person,0.8252,178,88,198.56,79.84,60.00,2.581,4.982,54.060,2.440,65.517,121
26.105,361,14.58,yolo_rknn,1,0,person,0.8540,179,90,200.35,81.84,60.00,2.661,5.012,52.499,2.425,63.983,121
26.173,362,14.58,yolo_rknn,1,0,person,0.2998,-209,5,209.06,79.84,60.00,2.663,5.008,54.196,2.665,65.946,121
26.242,363,14.58,yolo_rknn,1,0,person,0.8398,174,89,195.44,81.84,60.00,2.424,4.991,54.441,2.385,65.684,121
26.310,364,14.58,yolo_rknn,1,0,person,0.8364,173,90,195.01,83.84,60.00,2.447,5.006,54.597,2.370,65.877,121
26.378,365,14.61,yolo_rknn,1,0,person,0.8003,180,92,202.15,85.84,60.00,2.435,4.987,53.267,2.436,64.493,121
26.443,366,14.67,yolo_rknn,1,0,person,0.6743,-205,47,210.32,83.84,60.00,2.441,4.989,51.784,2.460,63.091,121
26.508,367,14.74,yolo_rknn,1,0,person,0.8081,-202,45,206.95,81.84,60.00,2.454,4.990,51.051,2.435,62.413,121
26.576,368,14.74,yolo_rknn,1,0,person,0.3928,-202,18,202.80,79.84,60.00,2.520,4.989,53.871,2.486,65.317,121
26.645,369,14.73,yolo_rknn,1,0,person,0.7593,-195,31,197.45,77.84,60.00,2.438,5.012,54.140,2.401,65.458,121
26.710,370,14.80,yolo_rknn,1,0,person,0.5547,-111,134,174.00,76.17,60.00,2.345,5.028,51.022,2.443,62.304,121
26.774,371,14.87,yolo_rknn,1,0,person,0.8501,-178,-2,178.01,74.17,60.00,2.462,5.061,50.530,2.340,61.761,121
26.840,372,14.90,yolo_rknn,1,0,person,0.4209,-184,1,184.00,72.17,60.00,2.456,5.003,51.839,2.608,63.361,121
26.905,373,14.94,yolo_rknn,1,0,person,0.5488,-137,133,190.94,70.17,60.00,2.350,4.995,51.408,2.419,62.547,121
26.972,374,14.95,yolo_rknn,1,0,person,0.2944,188,105,215.33,72.17,60.00,2.334,4.998,52.724,2.547,63.976,121
27.038,375,14.95,yolo_rknn,1,0,person,0.3782,-218,23,219.21,70.17,60.00,2.498,4.992,52.766,2.406,64.123,121
27.105,376,14.95,yolo_rknn,1,0,person,0.8315,165,77,182.08,72.17,60.00,2.384,4.990,52.996,2.399,64.147,121
27.174,377,14.92,yolo_rknn,1,0,person,0.8662,161,75,177.61,74.17,60.00,2.408,5.024,54.523,2.444,65.783,121
27.242,378,14.89,yolo_rknn,1,0,person,0.7100,146,76,164.60,76.17,60.00,2.378,5.014,54.349,2.437,65.560,121
27.310,379,14.86,yolo_rknn,1,0,person,0.6821,145,69,160.58,78.17,60.00,2.487,4.994,54.535,2.437,65.908,121
27.379,380,14.84,yolo_rknn,1,0,person,0.7637,145,71,161.45,80.17,60.00,2.506,4.983,54.640,2.413,65.912,121
27.447,381,14.82,yolo_rknn,1,0,person,0.5938,148,66,162.05,82.17,60.00,2.306,5.022,54.326,2.524,65.634,121
27.518,382,14.74,yolo_rknn,1,0,person,0.7061,161,76,178.04,84.17,60.00,2.320,5.005,56.646,2.389,68.369,121
27.591,383,14.64,yolo_rknn,1,0,person,0.6172,-219,129,254.17,82.17,60.00,2.112,4.985,57.803,3.344,70.240,121
27.663,384,14.57,yolo_rknn,1,0,person,0.2651,188,123,224.66,84.17,60.00,2.157,5.008,57.715,2.420,69.277,121
27.732,385,14.56,yolo_rknn,1,0,person,0.5151,-178,136,224.01,82.17,60.00,2.222,5.011,54.346,2.362,65.318,121
27.796,386,14.66,yolo_rknn,1,0,person,0.4575,-163,135,211.65,80.17,60.00,2.173,5.001,50.648,2.362,61.557,121
27.864,387,14.68,yolo_rknn,1,0,person,0.3447,-158,133,206.53,78.17,60.00,2.166,4.997,53.691,2.353,64.630,121
27.929,388,14.73,yolo_rknn,1,0,person,0.6426,-145,130,194.74,76.17,60.00,2.234,4.990,52.142,2.337,63.135,121
27.998,389,14.72,yolo_rknn,1,0,person,0.6606,-129,131,183.85,74.24,60.00,2.294,4.992,54.558,2.347,65.654,121
28.066,390,14.72,yolo_rknn,1,0,person,0.7104,-127,137,186.81,72.33,60.00,2.320,4.996,54.453,2.388,65.581,121
28.133,391,14.73,yolo_rknn,1,1,person,0.7104,-127,137,186.81,70.43,60.00,2.178,5.022,54.121,1.971,64.710,122
28.202,392,14.72,yolo_rknn,1,0,person,0.6006,-195,175,262.01,68.43,60.00,2.218,5.001,54.653,2.398,65.729,122
28.270,393,14.71,yolo_rknn,1,0,person,0.7046,-199,187,273.08,66.43,60.00,2.339,4.996,54.532,2.443,65.770,122
28.338,394,14.70,yolo_rknn,1,0,person,0.4082,-216,209,300.56,64.43,60.00,2.291,5.009,54.598,2.355,65.711,122
28.405,395,14.73,yolo_rknn,1,1,person,0.4082,-216,209,300.56,62.43,60.00,2.250,5.022,53.540,1.945,64.230,123
28.471,396,14.77,yolo_rknn,1,1,person,0.4082,-216,209,300.56,60.43,60.00,2.267,5.032,52.729,1.975,63.460,124
28.539,397,14.77,yolo_rknn,1,1,person,0.4082,-216,209,300.56,58.43,60.00,2.235,4.993,54.379,1.963,65.043,125
28.607,398,14.76,yolo_rknn,1,1,person,0.4082,-216,209,300.56,56.43,60.00,2.254,5.019,54.780,1.950,65.441,126
28.675,399,14.76,yolo_rknn,1,1,person,0.4082,-216,209,300.56,54.43,60.00,2.178,4.999,54.573,1.936,65.085,127
28.743,400,14.76,yolo_rknn,0,0,,,0,0,0.00,54.43,60.00,2.120,5.015,54.528,1.970,65.089,128
28.810,401,14.77,yolo_rknn,1,0,person,0.3796,180,169,246.90,56.43,60.00,2.176,5.017,53.540,2.421,64.529,128
28.877,402,14.78,yolo_rknn,1,0,person,0.6504,175,152,231.80,58.43,60.00,2.193,5.000,54.070,2.365,65.002,128
28.945,403,14.78,yolo_rknn,1,0,person,0.8569,157,134,206.41,60.43,60.00,2.122,5.005,54.162,2.363,65.023,128
29.013,404,14.77,yolo_rknn,1,0,person,0.3215,148,122,191.80,62.43,60.00,2.061,5.003,54.383,2.408,65.304,128
29.078,405,14.83,yolo_rknn,1,0,person,0.9077,137,95,166.72,64.43,60.00,2.104,4.992,51.417,2.457,62.342,128
29.145,406,14.84,yolo_rknn,1,0,person,0.9033,137,94,166.15,66.43,60.00,2.505,5.022,53.493,2.335,64.754,128
29.213,407,14.83,yolo_rknn,1,0,person,0.8359,142,94,170.29,68.43,60.00,2.094,4.992,54.129,2.325,65.013,128
29.280,408,14.83,yolo_rknn,1,0,person,0.7109,159,111,193.91,70.43,60.00,2.070,4.996,53.954,2.359,64.862,128
29.348,409,14.83,yolo_rknn,1,0,person,0.8516,162,116,199.25,72.43,60.00,2.133,4.986,53.947,2.331,64.877,128
29.415,410,14.84,yolo_rknn,1,0,person,0.5703,280,135,310.85,74.43,60.00,2.119,4.989,53.443,2.376,64.295,128
29.483,411,14.83,yolo_rknn,1,0,person,0.3184,301,162,341.83,76.43,60.00,2.126,4.985,54.520,2.204,65.251,128
29.550,412,14.83,yolo_rknn,1,1,person,0.3184,301,162,341.83,78.43,60.00,2.096,4.992,54.241,1.966,64.761,129
29.618,413,14.81,yolo_rknn,1,1,person,0.3184,301,162,341.83,80.43,60.00,2.189,5.015,55.040,2.200,65.815,130
29.686,414,14.80,yolo_rknn,1,1,person,0.3184,301,162,341.83,82.43,60.00,2.201,5.063,54.296,1.917,65.422,131
29.758,415,14.71,yolo_rknn,1,1,person,0.3184,301,162,341.83,84.43,60.00,2.264,5.007,57.048,2.933,69.215,132
29.824,416,14.77,yolo_rknn,1,1,person,0.3184,301,162,341.83,86.43,60.00,2.183,4.995,52.228,1.968,62.764,133
29.890,417,14.79,yolo_rknn,0,0,,,0,0,0.00,86.43,60.00,2.277,4.996,53.592,1.941,64.209,134
29.957,418,14.80,yolo_rknn,1,0,person,0.7949,-99,185,209.82,84.94,60.00,2.225,5.007,53.254,2.402,64.264,134
30.024,419,14.82,yolo_rknn,1,0,person,0.5239,-68,170,183.10,83.92,60.00,2.388,4.995,53.035,2.460,64.246,134
30.090,420,14.86,yolo_rknn,1,0,person,0.7871,9,145,145.28,83.92,60.00,2.234,4.999,52.111,2.393,63.188,134
30.156,421,14.89,yolo_rknn,1,0,person,0.7017,38,125,130.65,84.49,60.00,2.714,5.113,51.576,2.402,63.220,134
30.222,422,14.91,yolo_rknn,1,0,person,0.6401,50,120,130.00,85.24,60.00,2.367,4.981,52.237,2.355,63.365,134
30.289,423,14.91,yolo_rknn,1,0,person,0.7632,93,118,150.24,86.64,60.00,2.727,4.987,53.170,2.349,64.689,134
30.355,424,14.93,yolo_rknn,1,0,person,0.8203,69,117,135.83,87.67,60.00,2.675,5.009,52.000,2.353,63.470,134
30.424,425,14.89,yolo_rknn,1,0,person,0.8228,66,117,134.33,88.66,60.00,2.744,4.997,54.584,2.366,66.171,134
30.493,426,14.87,yolo_rknn,1,0,person,0.6450,50,120,130.00,89.41,60.00,2.271,4.980,54.484,2.342,65.542,134
30.561,427,14.84,yolo_rknn,1,0,person,0.7173,51,120,130.39,90.18,60.00,2.309,5.002,54.676,2.374,65.827,134
30.628,428,14.84,yolo_rknn,1,0,person,0.7007,55,121,132.91,91.00,60.00,2.343,4.998,53.346,2.448,64.519,134
30.695,429,14.85,yolo_rknn,1,0,person,0.6523,61,124,138.19,91.92,60.00,2.305,5.001,53.494,2.363,64.577,134
30.764,430,14.82,yolo_rknn,1,0,person,0.6797,75,126,146.63,93.04,60.00,2.290,5.002,54.773,2.386,65.905,134
30.830,431,14.85,yolo_rknn,1,0,person,0.7612,75,129,149.22,94.17,60.00,2.347,4.991,52.255,2.389,63.360,134
30.897,432,14.85,yolo_rknn,1,0,person,0.7793,75,131,150.95,95.29,60.00,2.418,4.993,53.475,2.412,64.671,134
30.963,433,14.88,yolo_rknn,1,0,person,0.6274,77,129,150.23,96.45,60.00,2.264,5.005,52.005,2.370,63.064,134
31.030,434,14.89,yolo_rknn,1,0,person,0.6938,87,130,156.43,97.75,60.00,2.243,4.986,53.255,2.393,64.245,134
31.096,435,14.93,yolo_rknn,1,0,person,0.7671,90,129,157.29,99.10,60.00,2.302,4.987,51.749,2.371,62.822,134
31.162,436,14.95,yolo_rknn,1,0,person,0.6768,95,129,160.21,100.53,60.00,2.211,5.010,52.077,2.339,63.101,134
31.229,437,14.95,yolo_rknn,1,0,person,0.7847,106,130,167.74,102.12,60.00,2.243,4.987,53.473,2.318,64.460,134
31.296,438,14.93,yolo_rknn,1,0,person,0.7969,111,128,169.43,103.78,60.00,2.190,4.991,54.160,2.363,65.153,134
31.362,439,14.97,yolo_rknn,1,0,person,0.7715,117,129,174.16,105.54,60.00,2.271,4.994,51.643,2.353,62.730,134
31.430,440,14.94,yolo_rknn,1,0,person,0.7910,126,129,180.32,107.43,60.00,2.219,4.987,54.387,2.358,65.318,134
31.507,441,14.73,yolo_rknn,1,0,person,0.7520,130,129,183.14,109.38,60.00,2.244,4.994,61.364,4.877,75.109,134
31.575,442,14.73,yolo_rknn,1,0,person,0.7979,137,128,187.49,111.38,60.00,2.888,5.562,52.351,2.348,64.621,134
31.643,443,14.75,yolo_rknn,1,0,person,0.8369,146,130,195.49,113.38,60.00,2.299,4.990,53.604,2.317,64.581,134
31.707,444,14.82,yolo_rknn,1,0,person,0.8179,146,130,195.49,115.38,60.00,2.265,5.020,51.025,2.416,62.096,134
31.776,445,14.78,yolo_rknn,1,0,person,0.6899,160,131,206.79,117.38,60.00,2.444,5.177,54.689,2.422,66.210,134
31.844,446,14.79,yolo_rknn,1,0,person,0.6714,170,129,213.40,119.38,60.00,2.308,5.001,53.541,2.362,64.628,134
31.912,447,14.77,yolo_rknn,1,0,person,0.7651,179,130,221.23,121.38,60.00,2.370,4.996,54.644,2.327,65.820,134
31.981,448,14.75,yolo_rknn,1,0,person,0.7861,181,131,223.43,123.38,60.00,2.510,4.992,54.415,2.379,65.748,134
32.048,449,14.77,yolo_rknn,1,0,person,0.7690,191,130,231.04,125.38,60.00,2.293,4.988,53.408,2.416,64.480,134
32.115,450,14.78,yolo_rknn,1,0,person,0.5688,207,128,243.38,127.38,60.00,2.338,4.980,52.996,2.405,64.193,134
32.182,451,14.79,yolo_rknn,1,0,person,0.7114,210,126,244.90,129.38,60.00,2.353,4.991,53.610,2.355,64.767,134
32.249,452,14.80,yolo_rknn,1,0,person,0.6523,222,119,251.88,131.38,60.00,2.361,5.013,53.249,2.330,64.378,134
32.316,453,14.82,yolo_rknn,1,0,person,0.6914,229,110,254.05,133.38,60.00,2.410,5.004,52.857,2.349,64.109,134
32.383,454,14.84,yolo_rknn,1,0,person,0.4929,243,98,262.02,135.00,60.00,2.310,4.989,52.792,2.367,63.890,134
32.449,455,14.86,yolo_rknn,1,0,person,0.7651,249,92,265.45,135.00,60.00,2.325,5.004,52.650,2.353,63.713,134
32.516,456,14.86,yolo_rknn,1,0,person,0.6953,256,91,271.69,135.00,60.00,2.525,4.984,53.022,2.441,64.443,134
32.585,457,14.83,yolo_rknn,1,0,person,0.6885,255,91,270.75,135.00,60.00,2.609,4.983,54.487,2.355,65.947,134
32.651,458,14.85,yolo_rknn,1,0,person,0.6548,254,91,269.81,135.00,60.00,2.553,5.005,52.299,2.367,63.676,134
32.720,459,14.82,yolo_rknn,1,0,person,0.6865,255,92,271.09,135.00,60.00,2.592,4.984,54.842,2.362,66.251,134
32.789,460,14.80,yolo_rknn,1,0,person,0.5518,254,92,270.15,135.00,60.00,2.509,5.006,54.395,2.364,65.653,134
32.854,461,14.84,yolo_rknn,1,0,person,0.6260,252,92,268.27,135.00,60.00,2.546,5.008,51.402,2.395,62.772,134
32.923,462,14.82,yolo_rknn,1,0,person,0.6616,254,92,270.15,135.00,60.00,2.521,4.992,54.294,2.339,65.609,134
32.991,463,14.80,yolo_rknn,1,0,person,0.6792,255,93,271.43,135.00,60.00,2.563,4.995,54.279,2.340,65.645,134
33.058,464,14.82,yolo_rknn,1,0,person,0.6709,255,92,271.09,135.00,60.00,2.585,4.988,52.306,2.387,63.633,134
33.126,465,14.81,yolo_rknn,1,0,person,0.6719,256,92,272.03,135.00,60.00,2.495,4.982,53.884,2.336,65.162,134
33.192,466,14.83,yolo_rknn,1,0,person,0.6777,257,90,272.30,135.00,60.00,2.436,4.990,52.729,2.332,63.982,134
33.259,467,14.85,yolo_rknn,1,0,person,0.6538,258,89,272.92,135.00,60.00,2.408,4.994,52.732,2.344,63.957,134
33.326,468,14.86,yolo_rknn,1,0,person,0.6982,255,94,271.77,135.00,60.00,2.445,5.000,52.802,2.333,64.053,134
33.393,469,14.86,yolo_rknn,1,0,person,0.5762,251,95,268.38,135.00,60.00,2.507,5.004,53.280,2.357,64.621,134
33.460,470,14.88,yolo_rknn,1,0,person,0.6201,250,98,268.52,135.00,60.00,2.421,4.999,52.460,2.362,63.710,134
33.527,471,14.87,yolo_rknn,1,0,person,0.5996,248,104,268.92,135.00,60.00,2.466,4.994,53.433,2.400,64.661,134
